time,proto,sip,sport,dip,dport,from,to,subject
2017-11-25 18:56:18,smtp,10.64.105.217,2383,10.5.71.60,25,1172@hightech.com,1132@hightech.com;1490@hightech.com;1246@hightech.com;1466@hightech.com;1475@hightech.com;1314@hightech.com;1397@hightech.com;1436@hightech.com;1480@hightech.com;1257@hightech.com;1345@hightech.com;1477@hightech.com,ÏîÄ¿¼Æ»®¡¢ÎÊÌâ¡¢·çÏÕ
2017-11-25 18:59:24,smtp,10.116.216.72,3741,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 19:03:19,smtp,10.116.216.71,2743,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:338]HOST_5XX1149cfff5b8902d48927ab23312d57ce
2017-11-25 19:07:30,smtp,10.64.106.7,3420,10.5.71.60,25,1378@hightech.com,f79b875f27207c9f264e256138a5a564@sina.com,Offer
2017-11-25 19:11:28,smtp,125.112.226.59,62278,10.5.71.60,25,4f9bafbdbb07f679b3f8e6f8c6ba083f@qq.com,1228@hightech.com,000£¼°ÄéTĞÂÆÏ¾©116498üccom£üÈºÌ–£º512137592£üâ@â@£º778741365£üÁùºĞ49‚ä£¾aqÍõºìÑôwanghongyang
2017-11-25 19:28:31,smtp,10.116.216.72,2748,10.5.71.60,25,ti@hightech.net,1060@hightech.com,»¥ÁªÍø×Ê²ú¼à¿Ø±¨¾¯
2017-11-25 19:39:10,smtp,10.64.105.104,3371,10.5.71.60,25,1197@hightech.com,1199@hightech.com;1348@hightech.com;1391@hightech.com;1278@hightech.com;1486@hightech.com,Èí¼ş¿ª·¢ÎÄµµ
2017-11-25 19:49:16,smtp,10.116.216.71,2697,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:788]HOST_5XX07108b69695718f63582468fcdbe2a15
2017-11-25 20:13:10,smtp,10.116.216.71,3754,10.5.71.60,25,work@hightech.com,1092@hightech.com,[RECOVER:1501]HOST_5XXf62204d5e5a86209501ded33025cabdf
2017-11-25 20:38:48,smtp,10.64.105.246,3228,10.5.71.60,25,1381@hightech.com,1143@hightech.com;1434@hightech.com;1380@hightech.com;1438@hightech.com;1367@hightech.com;1355@hightech.com;1279@hightech.com;1163@hightech.com;1324@hightech.com;1304@hightech.com;1217@hightech.com,ËÑË÷ÏêÏ¸Éè¼Æ
